,9606.ENSP00000001008,9606.ENSP00000012443,9606.ENSP00000014914,9606.ENSP00000019317,9606.ENSP00000080059,9606.ENSP00000086933,9606.ENSP00000156084,9606.ENSP00000176763,9606.ENSP00000205557,9606.ENSP00000205890,9606.ENSP00000211122,9606.ENSP00000215631,9606.ENSP00000215742,9606.ENSP00000216271,9606.ENSP00000216465,9606.ENSP00000216479,9606.ENSP00000216489,9606.ENSP00000216639,9606.ENSP00000216807,9606.ENSP00000216911,9606.ENSP00000216951,9606.ENSP00000217133,9606.ENSP00000217169,9606.ENSP00000217182,9606.ENSP00000219070,9606.ENSP00000220751,9606.ENSP00000221130,9606.ENSP00000222005,9606.ENSP00000222330,9606.ENSP00000222511,9606.ENSP00000223023,9606.ENSP00000223029,9606.ENSP00000225729,9606.ENSP00000225737,9606.ENSP00000225983,9606.ENSP00000226207,9606.ENSP00000227507,9606.ENSP00000228280,9606.ENSP00000228872,9606.ENSP00000228918,9606.ENSP00000229030,9606.ENSP00000229239,9606.ENSP00000229268,9606.ENSP00000229395,9606.ENSP00000230990,9606.ENSP00000231524,9606.ENSP00000233616,9606.ENSP00000233954,9606.ENSP00000235382,9606.ENSP00000237937,9606.ENSP00000238558,9606.ENSP00000240587,9606.ENSP00000241337,9606.ENSP00000242261,9606.ENSP00000244007,9606.ENSP00000244869,9606.ENSP00000245812,9606.ENSP00000246802,9606.ENSP00000246841,9606.ENSP00000247668,9606.ENSP00000247977,9606.ENSP00000247986,9606.ENSP00000248244,9606.ENSP00000248929,9606.ENSP00000251296,9606.ENSP00000251527,9606.ENSP00000251849,9606.ENSP00000252015,9606.ENSP00000252037,9606.ENSP00000252506,9606.ENSP00000252699,9606.ENSP00000253458,9606.ENSP00000254654,9606.ENSP00000255120,9606.ENSP00000255945,9606.ENSP00000256255,9606.ENSP00000256404,9606.ENSP00000256593,9606.ENSP00000256594,9606.ENSP00000256897,9606.ENSP00000256925,9606.ENSP00000257408,9606.ENSP00000257600,9606.ENSP00000257604,9606.ENSP00000257626,9606.ENSP00000257904,9606.ENSP00000258149,9606.ENSP00000258302,9606.ENSP00000258821,9606.ENSP00000259467,9606.ENSP00000259808,9606.ENSP00000260010,9606.ENSP00000260129,9606.ENSP00000260187,9606.ENSP00000260363,9606.ENSP00000260731,9606.ENSP00000260818,9606.ENSP00000261245,9606.ENSP00000261254,9606.ENSP00000261313,9606.ENSP00000261349,9606.ENSP00000261464,9606.ENSP00000261739,9606.ENSP00000261745,9606.ENSP00000261749,9606.ENSP00000261837,9606.ENSP00000261880,9606.ENSP00000261883,9606.ENSP00000262126,9606.ENSP00000262319,9606.ENSP00000262320,9606.ENSP00000262395,9606.ENSP00000262406,9606.ENSP00000262494,9606.ENSP00000262662,9606.ENSP00000262764,9606.ENSP00000262995,9606.ENSP00000263629,9606.ENSP00000263800,9606.ENSP00000263904,9606.ENSP00000264033,9606.ENSP00000264039,9606.ENSP00000264230,9606.ENSP00000264254,9606.ENSP00000264433,9606.ENSP00000264606,9606.ENSP00000264634,9606.ENSP00000264657,9606.ENSP00000264711,9606.ENSP00000264808,9606.ENSP00000264951,9606.ENSP00000265171,9606.ENSP00000267460,9606.ENSP00000267569,9606.ENSP00000268035,9606.ENSP00000268206,9606.ENSP00000268231,9606.ENSP00000268389,9606.ENSP00000268876,9606.ENSP00000268989,9606.ENSP00000269289,9606.ENSP00000269571,9606.ENSP00000269701,9606.ENSP00000270162,9606.ENSP00000270279,9606.ENSP00000271331,9606.ENSP00000272430,9606.ENSP00000273353,9606.ENSP00000273375,9606.ENSP00000273986,9606.ENSP00000274773,9606.ENSP00000275493,9606.ENSP00000276708,9606.ENSP00000276925,9606.ENSP00000277554,9606.ENSP00000277575,9606.ENSP00000277895,9606.ENSP00000278200,9606.ENSP00000279101,9606.ENSP00000279387,9606.ENSP00000281092,9606.ENSP00000281543,9606.ENSP00000282466,9606.ENSP00000282570,9606.ENSP00000283131,9606.ENSP00000284273,9606.ENSP00000284719,9606.ENSP00000285039,9606.ENSP00000285670,9606.ENSP00000286201,9606.ENSP00000287934,9606.ENSP00000288602,9606.ENSP00000289371,9606.ENSP00000290277,9606.ENSP00000290401,9606.ENSP00000290765,9606.ENSP00000290974,9606.ENSP00000291842,9606.ENSP00000292408,9606.ENSP00000292431,9606.ENSP00000292566,9606.ENSP00000293362,9606.ENSP00000293404,9606.ENSP00000294066,9606.ENSP00000294119,9606.ENSP00000294304,9606.ENSP00000294312,9606.ENSP00000295065,9606.ENSP00000295256,9606.ENSP00000295317,9606.ENSP00000295379,9606.ENSP00000295400,9606.ENSP00000295408,9606.ENSP00000295683,9606.ENSP00000295757,9606.ENSP00000295797,9606.ENSP00000295851,9606.ENSP00000296318,9606.ENSP00000296358,9606.ENSP00000296504,9606.ENSP00000296785,9606.ENSP00000296805,9606.ENSP00000297109,9606.ENSP00000297313,9606.ENSP00000297661,9606.ENSP00000297904,9606.ENSP00000299767,9606.ENSP00000300213,9606.ENSP00000300589,9606.ENSP00000301030,9606.ENSP00000301659,9606.ENSP00000301924,9606.ENSP00000302232,9606.ENSP00000302456,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000302913,9606.ENSP00000302967,9606.ENSP00000303398,9606.ENSP00000303754,9606.ENSP00000303997,9606.ENSP00000304078,9606.ENSP00000304236,9606.ENSP00000304331,9606.ENSP00000305071,9606.ENSP00000305133,9606.ENSP00000307126,9606.ENSP00000307134,9606.ENSP00000307940,9606.ENSP00000308578,9606.ENSP00000308925,9606.ENSP00000309262,9606.ENSP00000309430,9606.ENSP00000309555,9606.ENSP00000309591,9606.ENSP00000309597,9606.ENSP00000310006,9606.ENSP00000310406,9606.ENSP00000311005,9606.ENSP00000311453,9606.ENSP00000311469,9606.ENSP00000311857,9606.ENSP00000312082,9606.ENSP00000313601,9606.ENSP00000314606,9606.ENSP00000316476,9606.ENSP00000317327,9606.ENSP00000317872,9606.ENSP00000317992,9606.ENSP00000318944,9606.ENSP00000319096,9606.ENSP00000319118,9606.ENSP00000319255,9606.ENSP00000319279,9606.ENSP00000319635,9606.ENSP00000320209,9606.ENSP00000321203,9606.ENSP00000321239,9606.ENSP00000322439,9606.ENSP00000322532,9606.ENSP00000322802,9606.ENSP00000323047,9606.ENSP00000323687,9606.ENSP00000323816,9606.ENSP00000323901,9606.ENSP00000324020,9606.ENSP00000324511,9606.ENSP00000324806,9606.ENSP00000325290,9606.ENSP00000326581,9606.ENSP00000327251,9606.ENSP00000328016,9606.ENSP00000328207,9606.ENSP00000328352,9606.ENSP00000328364,9606.ENSP00000328835,9606.ENSP00000328875,9606.ENSP00000328998,9606.ENSP00000329127,9606.ENSP00000329933,9606.ENSP00000329967,9606.ENSP00000330237,9606.ENSP00000331201,9606.ENSP00000331614,9606.ENSP00000332013,9606.ENSP00000333012,9606.ENSP00000333188,9606.ENSP00000333487,9606.ENSP00000333568,9606.ENSP00000334061,9606.ENSP00000334134,9606.ENSP00000334563,9606.ENSP00000334851,9606.ENSP00000334928,9606.ENSP00000335091,9606.ENSP00000335153,9606.ENSP00000335620,9606.ENSP00000337261,9606.ENSP00000337439,9606.ENSP00000337477,9606.ENSP00000337572,9606.ENSP00000338573,9606.ENSP00000338728,9606.ENSP00000339063,9606.ENSP00000339067,9606.ENSP00000339340,9606.ENSP00000339381,9606.ENSP00000339723,9606.ENSP00000339824,9606.ENSP00000340305,9606.ENSP00000340944,9606.ENSP00000340989,9606.ENSP00000341170,9606.ENSP00000341208,9606.ENSP00000341247,9606.ENSP00000343535,9606.ENSP00000344456,9606.ENSP00000344674,9606.ENSP00000344782,9606.ENSP00000344967,9606.ENSP00000345023,9606.ENSP00000345785,9606.ENSP00000347188,9606.ENSP00000347322,9606.ENSP00000347507,9606.ENSP00000347852,9606.ENSP00000348299,9606.ENSP00000348316,9606.ENSP00000348349,9606.ENSP00000348538,9606.ENSP00000348714,9606.ENSP00000349085,9606.ENSP00000349727,9606.ENSP00000350633,9606.ENSP00000351052,9606.ENSP00000351155,9606.ENSP00000351345,9606.ENSP00000351605,9606.ENSP00000351646,9606.ENSP00000351789,9606.ENSP00000352039,9606.ENSP00000352265,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000352836,9606.ENSP00000353590,9606.ENSP00000353874,9606.ENSP00000354040,9606.ENSP00000354109,9606.ENSP00000354519,9606.ENSP00000354522,9606.ENSP00000354573,9606.ENSP00000354583,9606.ENSP00000354607,9606.ENSP00000354612,9606.ENSP00000354621,9606.ENSP00000354645,9606.ENSP00000354671,9606.ENSP00000354822,9606.ENSP00000354911,9606.ENSP00000354932,9606.ENSP00000355523,9606.ENSP00000355593,9606.ENSP00000355799,9606.ENSP00000355812,9606.ENSP00000355991,9606.ENSP00000356150,9606.ENSP00000356194,9606.ENSP00000356410,9606.ENSP00000356426,9606.ENSP00000356429,9606.ENSP00000356430,9606.ENSP00000356438,9606.ENSP00000356529,9606.ENSP00000356602,9606.ENSP00000356641,9606.ENSP00000356705,9606.ENSP00000356811,9606.ENSP00000356864,9606.ENSP00000357051,9606.ENSP00000357065,9606.ENSP00000357073,9606.ENSP00000357106,9606.ENSP00000357122,9606.ENSP00000357196,9606.ENSP00000357315,9606.ENSP00000357494,9606.ENSP00000357750,9606.ENSP00000358099,9606.ENSP00000358159,9606.ENSP00000358335,9606.ENSP00000358464,9606.ENSP00000358495,9606.ENSP00000358723,9606.ENSP00000358727,9606.ENSP00000358851,9606.ENSP00000359019,9606.ENSP00000359221,9606.ENSP00000359357,9606.ENSP00000359423,9606.ENSP00000359497,9606.ENSP00000359512,9606.ENSP00000359552,9606.ENSP00000359691,9606.ENSP00000359698,9606.ENSP00000359940,9606.ENSP00000360002,9606.ENSP00000360028,9606.ENSP00000360058,9606.ENSP00000360060,9606.ENSP00000360242,9606.ENSP00000360365,9606.ENSP00000360493,9606.ENSP00000360609,9606.ENSP00000360727,9606.ENSP00000360798,9606.ENSP00000361202,9606.ENSP00000361298,9606.ENSP00000361359,9606.ENSP00000361363,9606.ENSP00000361423,9606.ENSP00000361705,9606.ENSP00000361926,9606.ENSP00000362082,9606.ENSP00000362217,9606.ENSP00000362300,9606.ENSP00000362344,9606.ENSP00000362424,9606.ENSP00000362547,9606.ENSP00000362592,9606.ENSP00000362649,9606.ENSP00000362674,9606.ENSP00000362894,9606.ENSP00000362924,9606.ENSP00000362946,9606.ENSP00000362994,9606.ENSP00000363019,9606.ENSP00000363041,9606.ENSP00000363089,9606.ENSP00000363232,9606.ENSP00000363255,9606.ENSP00000363826,9606.ENSP00000364912,9606.ENSP00000365312,9606.ENSP00000365435,9606.ENSP00000366509,9606.ENSP00000366534,9606.ENSP00000366702,9606.ENSP00000366746,9606.ENSP00000366843,9606.ENSP00000366936,9606.ENSP00000367227,9606.ENSP00000367686,9606.ENSP00000367830,9606.ENSP00000368152,9606.ENSP00000368215,9606.ENSP00000368237,9606.ENSP00000368965,9606.ENSP00000368976,9606.ENSP00000369424,9606.ENSP00000369442,9606.ENSP00000369962,9606.ENSP00000370034,9606.ENSP00000370968,9606.ENSP00000371341,9606.ENSP00000371875,9606.ENSP00000372351,9606.ENSP00000373176,9606.ENSP00000373325,9606.ENSP00000373700,9606.ENSP00000374552,9606.ENSP00000375857,9606.ENSP00000376024,9606.ENSP00000376250,9606.ENSP00000376276,9606.ENSP00000376287,9606.ENSP00000376445,9606.ENSP00000376505,9606.ENSP00000376506,9606.ENSP00000376872,9606.ENSP00000376902,9606.ENSP00000376911,9606.ENSP00000377075,9606.ENSP00000377224,9606.ENSP00000377370,9606.ENSP00000377633,9606.ENSP00000377970,9606.ENSP00000378058,9606.ENSP00000378152,9606.ENSP00000378181,9606.ENSP00000378191,9606.ENSP00000378328,9606.ENSP00000378483,9606.ENSP00000378699,9606.ENSP00000378855,9606.ENSP00000378958,9606.ENSP00000379092,9606.ENSP00000379097,9606.ENSP00000379365,9606.ENSP00000379512,9606.ENSP00000379616,9606.ENSP00000379621,9606.ENSP00000379704,9606.ENSP00000379975,9606.ENSP00000380034,9606.ENSP00000380281,9606.ENSP00000380824,9606.ENSP00000380876,9606.ENSP00000380921,9606.ENSP00000381498,9606.ENSP00000381607,9606.ENSP00000381717,9606.ENSP00000381793,9606.ENSP00000382091,9606.ENSP00000382269,9606.ENSP00000383212,9606.ENSP00000383402,9606.ENSP00000383820,9606.ENSP00000384164,9606.ENSP00000384604,9606.ENSP00000384849,9606.ENSP00000384966,9606.ENSP00000385451,9606.ENSP00000385545,9606.ENSP00000385592,9606.ENSP00000385751,9606.ENSP00000385808,9606.ENSP00000386041,9606.ENSP00000386229,9606.ENSP00000387209,9606.ENSP00000387535,9606.ENSP00000388241,9606.ENSP00000388293,9606.ENSP00000388566,9606.ENSP00000388878,9606.ENSP00000389600,9606.ENSP00000389715,9606.ENSP00000391249,9606.ENSP00000391311,9606.ENSP00000391592,9606.ENSP00000392025,9606.ENSP00000392094,9606.ENSP00000393312,9606.ENSP00000393379,9606.ENSP00000393511,9606.ENSP00000393596,9606.ENSP00000393963,9606.ENSP00000393978,9606.ENSP00000394954,9606.ENSP00000395772,9606.ENSP00000396052,9606.ENSP00000396976,9606.ENSP00000397181,9606.ENSP00000397673,9606.ENSP00000398131,9606.ENSP00000398181,9606.ENSP00000398495,9606.ENSP00000399511,9606.ENSP00000400010,9606.ENSP00000400088,9606.ENSP00000401112,9606.ENSP00000401399,9606.ENSP00000401566,9606.ENSP00000402301,9606.ENSP00000403524,9606.ENSP00000405032,9606.ENSP00000405738,9606.ENSP00000406463,9606.ENSP00000406549,9606.ENSP00000407487,9606.ENSP00000408617,9606.ENSP00000408695,9606.ENSP00000408979,9606.ENSP00000410294,9606.ENSP00000410561,9606.ENSP00000411397,9606.ENSP00000411831,9606.ENSP00000411898,9606.ENSP00000413720,9606.ENSP00000415049,9606.ENSP00000415139,9606.ENSP00000417480,9606.ENSP00000417517,9606.ENSP00000418447,9606.ENSP00000418748,9606.ENSP00000418915,9606.ENSP00000418944,9606.ENSP00000419782,9606.ENSP00000420127,9606.ENSP00000420168,9606.ENSP00000420405,9606.ENSP00000421191,9606.ENSP00000421981,9606.ENSP00000421985,9606.ENSP00000422354,9606.ENSP00000424827,9606.ENSP00000425394,9606.ENSP00000426613,9606.ENSP00000427130,9606.ENSP00000427562,9606.ENSP00000428056,9606.ENSP00000428220,9606.ENSP00000428343,9606.ENSP00000428876,9606.ENSP00000430432,9606.ENSP00000430945,9606.ENSP00000430985,9606.ENSP00000431049,9606.ENSP00000431512,9606.ENSP00000433001,9606.ENSP00000433102,9606.ENSP00000433209,9606.ENSP00000433528,9606.ENSP00000433623,9606.ENSP00000434034,9606.ENSP00000436552,9606.ENSP00000437489,9606.ENSP00000438349,9606.ENSP00000438388,9606.ENSP00000438886,9606.ENSP00000440509,9606.ENSP00000440643,9606.ENSP00000442837,9606.ENSP00000443204,9606.ENSP00000443988,9606.ENSP00000444810,9606.ENSP00000445626,9606.ENSP00000446880,9606.ENSP00000447241,9606.ENSP00000447730,9606.ENSP00000450527,9606.ENSP00000450864,9606.ENSP00000451030,9606.ENSP00000451040,9606.ENSP00000451188,9606.ENSP00000451962,9606.ENSP00000452746,9606.ENSP00000453129,9606.ENSP00000454207,9606.ENSP00000457411,9606.ENSP00000457748,9606.ENSP00000458715,9606.ENSP00000459533,9606.ENSP00000462468,9606.ENSP00000462729,9606.ENSP00000463650,9606.ENSP00000464317,9606.ENSP00000464780,9606.ENSP00000465930,9606.ENSP00000465992,9606.ENSP00000469759,9606.ENSP00000473185,9606.ENSP00000477848,9606.ENSP00000478179,9606.ENSP00000478396,9606.ENSP00000478570,9606.ENSP00000479518,9606.ENSP00000479762,9606.ENSP00000480043,9606.ENSP00000480791,9606.ENSP00000480798,9606.ENSP00000481842,9606.ENSP00000482075,9606.ENSP00000482639,9606.ENSP00000483228,9606.ENSP00000483424,9606.ENSP00000483631,9606.ENSP00000483781,9606.ENSP00000485541
36314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
