,cosmic_id,assay_name
687563,687563,5500994158987071513209_H01
906846,906846,5500994172383112813929_H01
907317,907317,5500994158987071513202_H01
908138,908138,5500994158987071513207_H01
753610,753610,5500994172383112813928_H01
909264,909264,5500994158987071513201_H01
1330941,1330941,5500994172948120113978_H01
753620,753620,5500994173212120213068_H02
906797,906797,5500994157493061613625_H02
684052,684052,5500994158987071513209_H02
910944,910944,5500994172383112813929_H02
1327775,1327775,5500994158987071513202_H02
907799,907799,5500994158987071513207_H02
910209,910209,5500994172383112813928_H02
971773,971773,5500994158987071513201_H02
905942,905942,5500994172383112813930_H02
906790,906790,5500994173212120213068_H03
910695,910695,5500994157493061613625_H03
910919,910919,5500994158987071513209_H03
1240121,1240121,5500994172383112813929_H03
924186,924186,5500994158987071513202_H03
687590,687590,5500994158987071513207_H03
909724,909724,5500994172383112813928_H03
905964,905964,5500994158987071513201_H03
905944,905944,5500994172383112813930_H03
683665,683665,5500994172948120113978_H03
1240132,1240132,5500994157493061613625_H04
949088,949088,5500994172383112813929_H04
907787,907787,5500994158987071513202_H04
909779,909779,5500994158987071513207_H04
753563,753563,5500994172383112813928_H04
925346,925346,5500994158987071513201_H04
753607,753607,5500994172383112813930_H04
910780,910780,5500994172948120113978_H04
949162,949162,5500994173212120213068_H05
908150,908150,5500994157493061613625_H05
906842,906842,5500994172383112813929_H05
753589,753589,5500994158987071513202_H05
1298222,1298222,5500994172383112813928_H05
1240205,1240205,5500994158987071513201_H05
1240191,1240191,5500994172383112813930_H05
908469,908469,5500994172948120113978_H05
1524417,1524417,5500994173212120213068_H06
907169,907169,5500994157493061613625_H06
910941,910941,5500994158987071513209_H06
1503366,1503366,5500994172383112813929_H06
917486,917486,5500994158987071513202_H06
909257,909257,5500994158987071513201_H06
908440,908440,5500994172383112813930_H06
753539,753539,5500994172948120113978_H06
722045,722045,5500994157493061613625_H07
906827,906827,5500994158987071513209_H07
907789,907789,5500994158987071513202_H07
946355,946355,5500994158987071513207_H07
1290922,1290922,5500994172383112813928_H07
908476,908476,5500994158987071513201_H07
908452,908452,5500994172383112813930_H07
1479995,1479995,5500994172948120113978_H07
1659818,1659818,5500994173212120213068_H08
909723,909723,5500994157493061613625_H08
907047,907047,5500994172383112813929_H08
687568,687568,5500994158987071513202_H08
687459,687459,5500994158987071513207_H08
753565,753565,5500994172383112813928_H08
908467,908467,5500994158987071513201_H08
908454,908454,5500994172383112813930_H08
905961,905961,5500994157493061613625_H09
687596,687596,5500994158987071513209_H09
1240150,1240150,5500994172383112813929_H09
907041,907041,5500994158987071513202_H09
1331033,1331033,5500994158987071513207_H09
907170,907170,5500994172383112813928_H09
1298350,1298350,5500994158987071513201_H09
910904,910904,5500994172383112813930_H09
946358,946358,5500994172948120113978_H09
910926,910926,5500994157493061613625_H10
906841,906841,5500994158987071513209_H10
1290905,1290905,5500994172383112813929_H10
924250,924250,5500994158987071513202_H10
905954,905954,5500994158987071513207_H10
1327765,1327765,5500994172383112813928_H10
1298359,1298359,5500994158987071513201_H10
924244,924244,5500994172383112813930_H10
1503365,1503365,5500994172948120113978_H10
1240136,1240136,5500994157493061613625_H11
906852,906852,5500994158987071513209_H11
907071,907071,5500994172383112813929_H11
908149,908149,5500994158987071513202_H11
909742,909742,5500994158987071513207_H11
1240162,1240162,5500994172383112813928_H11
909250,909250,5500994158987071513201_H11
909759,909759,5500994172383112813930_H11
949163,949163,5500994158987071513209_H12
907068,907068,5500994172383112813929_H12
909761,909761,5500994158987071513207_H12
688007,688007,5500994158987071513201_H12
909712,909712,5500994172383112813930_H12
909735,909735,5500994175999120813240_A01
687804,687804,5500994175999120813240_A08
949173,949173,5500994175999120813240_A02
1524415,1524415,5500994175999120813240_A09
688023,688023,5500994175999120813240_A10
907269,907269,5500994175999120813240_A04
905980,905980,5500994175999120813240_A11
1331045,1331045,5500994175999120813240_A05
906835,906835,5500994175999120813240_A06
907314,907314,5500994175999120813240_A07
907272,907272,5500994173603120813304_A10
1298526,1298526,5500994173603120813304_A11
949157,949157,5500994173603120813304_A12
907322,907322,5500994175999120813240_B01
1290455,1290455,5500994175999120813240_B08
906831,906831,5500994175999120813240_B02
749717,749717,5500994175999120813240_B09
910554,910554,5500994175999120813240_B03
930082,930082,5500994175999120813240_B10
906870,906870,5500994175999120813240_B04
724834,724834,5500994175999120813240_B11
1240167,1240167,5500994175999120813240_B05
1240172,1240172,5500994175999120813240_B06
1330948,1330948,5500994175999120813240_B07
753561,753561,5500994173603120813304_B11
946372,946372,5500994175999120813240_C01
906828,906828,5500994175999120813240_C08
924102,924102,5500994175999120813240_C02
909753,909753,5500994175999120813240_C09
1327768,1327768,5500994175999120813240_C03
910951,910951,5500994175999120813240_C04
687985,687985,5500994175999120813240_C11
949094,949094,5500994175999120813240_C05
1290768,1290768,5500994175999120813240_C06
1290771,1290771,5500994175999120813240_C07
910905,910905,5500994173603120813304_C10
949179,949179,5500994173603120813304_C11
1299052,1299052,5500994173603120813304_C12
749713,749713,5500994175999120813240_D01
1503371,1503371,5500994175999120813240_D08
1479988,1479988,5500994175999120813240_D02
909769,909769,5500994175999120813240_D09
908152,908152,5500994175999120813240_D03
925345,925345,5500994175999120813240_D10
1330994,1330994,5500994175999120813240_D04
909717,909717,5500994175999120813240_D11
1331034,1331034,5500994175999120813240_D05
1303897,1303897,5500994175999120813240_D06
1298160,1298160,5500994175999120813240_D07
907278,907278,5500994173603120813304_D10
905940,905940,5500994173603120813304_D11
753604,753604,5500994173603120813304_D12
908143,908143,5500994175999120813240_E01
1479987,1479987,5500994175999120813240_E08
905989,905989,5500994175999120813240_E02
687600,687600,5500994175999120813240_E09
1509073,1509073,5500994175999120813240_E03
909781,909781,5500994175999120813240_E10
688021,688021,5500994175999120813240_E11
1327773,1327773,5500994175999120813240_E05
753583,753583,5500994175999120813240_E06
753545,753545,5500994175999120813240_E07
1298476,1298476,5500994173603120813304_E10
687506,687506,5500994173603120813304_E12
753577,753577,5500994175999120813240_F01
1322218,1322218,5500994175999120813240_F08
907312,907312,5500994175999120813240_F02
1330972,1330972,5500994175999120813240_F09
909776,909776,5500994175999120813240_F10
1480362,1480362,5500994175999120813240_F04
722046,722046,5500994175999120813240_F11
1298365,1298365,5500994175999120813240_F05
1503361,1503361,5500994175999120813240_F06
1659817,1659817,5500994175999120813240_F07
907000,907000,5500994173603120813304_F10
1240221,1240221,5500994173603120813304_F11
1298218,1298218,5500994173603120813304_F12
1659819,1659819,5500994175999120813240_G01
905941,905941,5500994175999120813240_G08
687448,687448,5500994175999120813240_G02
1240218,1240218,5500994175999120813240_G09
908130,908130,5500994175999120813240_G03
1299062,1299062,5500994175999120813240_G10
946377,946377,5500994175999120813240_G04
924238,924238,5500994175999120813240_G06
1298223,1298223,5500994175999120813240_G07
749712,749712,5500994173603120813304_G10
1298156,1298156,5500994173603120813304_G12
908458,908458,5500994175999120813240_H01
1480372,1480372,5500994175999120813240_H08
753584,753584,5500994175999120813240_H02
1298533,1298533,5500994175999120813240_H09
907044,907044,5500994175999120813240_H03
930299,930299,5500994175999120813240_H10
998184,998184,5500994175999120813240_H04
908145,908145,5500994175999120813240_H05
1298157,1298157,5500994175999120813240_H07
753562,753562,5500994173603120813304_H10
753585,753585,5500994173603120813304_H12
1240174,1240174,5500994158987071513202_A11
924187,924187,5500994158987071513202_B01
908127,908127,5500994158987071513202_B12
908129,908129,5500994158987071513202_D11
910781,910781,5500994158987071513209_D03
1240127,1240127,5500994158987071513209_D12
907176,907176,5500994172383112813928_A11
924247,924247,5500994172383112813928_C09
909758,909758,5500994172383112813928_D09
1240215,1240215,5500994172383112813928_F03
907051,907051,5500994172383112813929_C09
910691,910691,5500994172383112813929_F04
907788,907788,5500994173603120813304_E11
1299061,1299061,5500994173603120813304_H11
924100,924100,5500994175999120813240_E04
906826,906826,5500994157493061613625_A01
